datetime,close,open,high,low,volume,openinterest,开仓价格,平仓价格开盘价格,平仓价格收盘价格,方向,差价1,差2,盈利1,盈利1,,开仓价格,平仓价格收盘价格,,方向,差价1,盈利1
2023/3/27,4019,4033,4035,3997.8,56951,-2.873461986,4019,4028.8,4009.4,1,9.8,-9.6,9.8,-9.6,,4033,4019,,-1,-14,14
2023/3/28,4009.4,4028.8,4032.4,4004.4,49393,1.971851655,4009.4,4030.2,4009,1,20.8,-0.4,20.8,-0.4,,4028.8,4009.4,,-1,-19.4,19.4
2023/3/29,4009,4030.2,4032.8,4003,53718,-0.530431637,4009,4015,4052.8,1,6,43.8,6,43.8,,4030.2,4009,,-1,-21.2,21.2
2023/3/30,4052.8,4015,4054.2,3993.4,73120,-1.548097489,4052.8,4060,4063.8,1,7.2,11,7.2,11,,4015,4052.8,,-1,37.8,-37.8
2023/3/31,4063.8,4060,4077.2,4052.2,54614,-1.498743151,4063.8,4071.8,4091.2,1,8,27.4,8,27.4,,4060,4063.8,,-1,3.8,-3.8
2023/4/3,4091.2,4071.8,4104.4,4063.8,58173,-1.234353048,4091.2,4092.2,4111.8,1,1,20.6,1,20.6,,4071.8,4091.2,,-1,19.4,-19.4
2023/4/4,4111.8,4092.2,4114,4082,51624,-1.616257347,4111.8,4095.8,4098,1,-16,-13.8,-16,-13.8,,4092.2,4111.8,,-1,19.6,-19.6
2023/4/6,4098,4095.8,4105.8,4085.6,42778,-1.264802434,4098,4103.8,4128.2,1,5.8,30.2,5.8,30.2,,4095.8,4098,,-1,2.2,-2.2
2023/4/7,4128.2,4103.8,4141,4097.4,45932,0.386758874,4128.2,4138,4112.4,1,9.8,-15.8,9.8,-15.8,,4103.8,4128.2,,-1,24.4,-24.4
2023/4/10,4112.4,4138,4141,4109.2,47281,3.412835458,4112.4,4116.6,4102.2,1,4.2,-10.2,4.2,-10.2,,4138,4112.4,,-1,-25.6,25.6
2023/4/11,4102.2,4116.6,4124.6,4088.8,48196,1.043571186,4102.2,4107.8,4097.2,-1,5.6,-5,-5.6,5,,4116.6,4102.2,,1,-14.4,-14.4
2023/4/12,4097.2,4107.8,4109.4,4091,40891,0.510419991,4097.2,4083.2,4073.8,1,-14,-23.4,-14,-23.4,,4107.8,4097.2,,-1,-10.6,10.6
2023/4/13,4073.8,4083.2,4096,4065.4,52447,6.055330875,4073.8,4086,4095,1,12.2,21.2,12.2,21.2,,4083.2,4073.8,,-1,-9.4,9.4
2023/4/14,4095,4086,4105,4081.2,48160,0.722247445,4095,4093.4,4153.6,-1,-1.6,58.6,1.6,-58.6,,4086,4095,,1,9,9
2023/4/17,4153.6,4093.4,4155,4090.6,52990,-1.063823048,4153.6,4142.6,4161.4,1,-11,7.8,-11,7.8,,4093.4,4153.6,,-1,60.2,-60.2
2023/4/18,4161.4,4142.6,4173,4142.6,43177,-0.200406791,4161.4,4160,4125.2,1,-1.4,-36.2,-1.4,-36.2,,4142.6,4161.4,,-1,18.8,-18.8
2023/4/19,4125.2,4160,4162.2,4123.4,41605,4.051810782,4125.2,4125.6,4105.2,1,0.4,-20,0.4,-20,,4160,4125.2,,-1,-34.8,34.8
2023/4/20,4105.2,4125.6,4130.2,4098,34677,-3.387460462,4105.2,4112,4055.8,-1,6.8,-49.4,-6.8,49.4,,4125.6,4105.2,,1,-20.4,-20.4
2023/4/21,4055.8,4112,4113,4053.4,17916,3.641392768,4055.8,4048.6,3991,1,-7.2,-64.8,-7.2,-64.8,,4112,4055.8,,-1,-56.2,56.2
2023/4/24,3991,4048.6,4048.6,3972,59721,1.736791223,3991,3993,3970.2,-1,2,-20.8,-2,20.8,,4048.6,3991,,1,-57.6,-57.6
2023/4/25,3970.2,3993,3998.4,3935.4,66121,-0.163102923,3970.2,3962.2,3964.6,1,-8,-5.6,-8,-5.6,,3993,3970.2,,-1,-22.8,22.8
2023/4/26,3964.6,3962.2,3981,3949,53023,3.662001449,3964.6,3957.4,3998,1,-7.2,33.4,-7.2,33.4,,3962.2,3964.6,,-1,2.4,-2.4
2023/4/27,3998,3957.4,4012,3951,50319,1.815417932,3998,3999,4031.6,-1,1,33.6,-1,-33.6,,3957.4,3998,,1,40.6,40.6
2023/4/28,4031.6,3999,4038.4,3999,45577,0.400603496,4031.6,4017.4,4033.6,1,-14.2,2,-14.2,2,,3999,4031.6,,-1,32.6,-32.6
2023/5/4,4033.6,4017.4,4036.2,4005.4,43551,-0.922017716,4033.6,4037.6,4017.8,1,4,-15.8,4,-15.8,,4017.4,4033.6,,-1,16.2,-16.2
2023/5/5,4017.8,4037.6,4047,3996,48839,3.789186813,4017.8,4030,4058,1,12.2,40.2,12.2,40.2,,4037.6,4017.8,,-1,-19.8,19.8
2023/5/8,4058,4030,4070,4020.4,50538,-4.178741551,4058,4061.6,4026.8,-1,3.6,-31.2,-3.6,31.2,,4030,4058,,1,28,28
2023/5/9,4026.8,4061.6,4092,4026,62479,4.400160051,4026.8,4029,3997.8,1,2.2,-29,2.2,-29,,4061.6,4026.8,,-1,-34.8,34.8
2023/5/10,3997.8,4029,4029,3990.4,56398,3.724537175,3997.8,4008,3990.2,-1,10.2,-7.6,-10.2,7.6,,4029,3997.8,,1,-31.2,-31.2
2023/5/11,3990.2,4008,4018,3987.2,38175,2.694411419,3990.2,3990,3937.4,-1,-0.2,-52.8,0.2,52.8,,4008,3990.2,,1,-17.8,-17.8
2023/5/12,3937.4,3990,4004.8,3935.4,48740,5.7239483,3937.4,3937,4001,-1,-0.4,63.6,0.4,-63.6,,3990,3937.4,,1,-52.6,-52.6
2023/5/15,4001,3937,4004.6,3930.2,55131,-0.629208989,4001,3999.6,3986.2,-1,-1.4,-14.8,1.4,14.8,,3937,4001,,1,64,64
2023/5/16,3986.2,3999.6,4008.8,3970.2,40893,3.33145402,3986.2,3980.6,3960.2,1,-5.6,-26,-5.6,-26,,3999.6,3986.2,,-1,-13.4,13.4
2023/5/17,3960.2,3980.6,3991,3950.2,37037,-2.131202375,3960.2,3966,3953.8,-1,5.8,-6.4,-5.8,6.4,,3980.6,3960.2,,1,-20.4,-20.4
2023/5/18,3953.8,3966,3986,3934.6,35267,-2.45953312,3953.8,3932.8,3937.8,1,-21,-16,-21,-16,,3966,3953.8,,-1,-12.2,12.2
2023/5/19,3937.8,3932.8,3962.6,3915,65716,-2.409411092,3937.8,3937.8,3957.6,1,0,19.8,0,19.8,,3932.8,3937.8,,-1,5,-5
2023/5/22,3957.6,3937.8,3982.4,3925,72744,-0.820101032,3957.6,3957,3896.2,1,-0.6,-61.4,-0.6,-61.4,,3937.8,3957.6,,-1,19.8,-19.8
2023/5/23,3896.2,3957,3968,3894.2,66911,7.032704868,3896.2,3887.2,3847.4,1,-9,-48.8,-9,-48.8,,3957,3896.2,,-1,-60.8,60.8
2023/5/24,3847.4,3887.2,3893.8,3843.6,77188,2.798488821,3847.4,3840,3833,-1,-7.4,-14.4,7.4,14.4,,3887.2,3847.4,,1,-39.8,-39.8
2023/5/25,3833,3840,3849.6,3802.2,75231,-1.418634011,3833,3830,3841,-1,-3,8,3,-8,,3840,3833,,1,-7,-7
2023/5/26,3841,3830,3852,3800.2,68105,1.73467334,3841,3860,3825,1,19,-16,19,-16,,3830,3841,,-1,11,-11
2023/5/29,3825,3860,3863,3807,59031,2.969744523,3825,3822,3825.6,1,-3,0.6,-3,0.6,,3860,3825,,-1,-35,35
2023/5/30,3825.6,3822,3837.4,3775.6,76974,-2.993558998,3825.6,3811.2,3790.6,-1,-14.4,-35,14.4,35,,3822,3825.6,,1,3.6,3.6
2023/5/31,3790.6,3811.2,3816.6,3770.8,65127,-3.505465537,3790.6,3786,3798,1,-4.6,7.4,-4.6,7.4,,3811.2,3790.6,,-1,-20.6,20.6
2023/6/1,3798,3786,3832,3783.2,71060,-2.564726498,3798,3820,3850.4,1,22,52.4,22,52.4,,3786,3798,,-1,12,-12
2023/6/2,3850.4,3820,3863,3819,63645,0.500894239,3850.4,3850.4,3833.8,1,0,-16.6,0,-16.6,,3820,3850.4,,-1,30.4,-30.4
2023/6/5,3833.8,3850.4,3851.8,3821,48216,-1.362337337,3833.8,3830,3794,1,-3.8,-39.8,-3.8,-39.8,,3850.4,3833.8,,-1,-16.6,16.6
2023/6/6,3794,3830,3864.8,3790.4,73642,2.020787483,3794,3806.8,3781.8,1,12.8,-12.2,12.8,-12.2,,3830,3794,,-1,-36,36
2023/6/7,3781.8,3806.8,3815.2,3768.8,63556,-1.90130221,3781.8,3786,3811,-1,4.2,29.2,-4.2,-29.2,,3806.8,3781.8,,1,-25,-25
2023/6/8,3811,3786,3831,3767.6,67626,-3.869714204,3811,3819.6,3832.8,1,8.6,21.8,8.6,21.8,,3786,3811,,-1,25,-25
2023/6/9,3832.8,3819.6,3836,3808.4,56763,0.230466487,3832.8,3820.4,3833.6,1,-12.4,0.8,-12.4,0.8,,3819.6,3832.8,,-1,13.2,-13.2
2023/6/12,3833.6,3820.4,3858,3812.8,64722,-0.713879682,3833.6,3829,3862.6,1,-4.6,29,-4.6,29,,3820.4,3833.6,,-1,13.2,-13.2
2023/6/13,3862.6,3829,3868,3828,60923,-1.544908776,3862.6,3870.6,3860.6,1,8,-2,8,-2,,3829,3862.6,,-1,33.6,-33.6
2023/6/14,3860.6,3870.6,3889.2,3858.2,60143,0.419691236,3860.6,3873,3924.2,1,12.4,63.6,12.4,63.6,,3870.6,3860.6,,-1,-10,10
2023/6/15,3924.2,3873,3925.8,3868.4,49804,-4.515861346,3924.2,3929,3958,1,4.8,33.8,4.8,33.8,,3873,3924.2,,-1,51.2,-51.2
2023/6/16,3958,3929,3959.8,3925.8,24354,-4.0750095,3958,3927,3901.4,1,-31,-56.6,-31,-56.6,,3929,3958,,-1,29,-29
2023/6/19,3901.4,3927,3928.4,3895.8,48141,1.482954117,3901.4,3900,3893,1,-1.4,-8.4,-1.4,-8.4,,3927,3901.4,,-1,-25.6,25.6
2023/6/20,3893,3900,3913,3888.6,45090,-0.360680162,3893,3878,3833.8,1,-15,-59.2,-15,-59.2,,3900,3893,,-1,-7,7
2023/6/21,3833.8,3878,3890,3833,56262,6.422297728,3833.8,3813.4,3792.8,1,-20.4,-41,-20.4,-41,,3878,3833.8,,-1,-44.2,44.2
2023/6/26,3792.8,3813.4,3818,3777.4,61332,3.426860887,3792.8,3798.2,3817,-1,5.4,24.2,-5.4,-24.2,,3813.4,3792.8,,1,-20.6,-20.6
2023/6/27,3817,3798.2,3827.8,3783.4,52693,6.670810137,3817,3808,3822,-1,-9,5,9,-5,,3798.2,3817,,1,18.8,18.8
2023/6/28,3822,3808,3824.4,3783.2,53180,5.221429468,3822,3828,3805.4,-1,6,-16.6,-6,16.6,,3808,3822,,1,14,14
2023/6/29,3805.4,3828,3828.8,3792.4,45506,2.544939066,3805.4,3802,3827.4,-1,-3.4,22,3.4,-22,,3828,3805.4,,1,-22.6,-22.6
2023/6/30,3827.4,3802,3848.6,3796,49919,-3.109762295,3827.4,3839,3871.8,-1,11.6,44.4,-11.6,-44.4,,3802,3827.4,,1,25.4,25.4
2023/7/3,3871.8,3839,3886.6,3837,52469,-1.194234684,3871.8,3868.8,3880.8,1,-3,9,-3,9,,3839,3871.8,,-1,32.8,-32.8
2023/7/4,3880.8,3868.8,3883.2,3865,33960,-2.338680481,3880.8,3876,3849.6,1,-4.8,-31.2,-4.8,-31.2,,3868.8,3880.8,,-1,12,-12
2023/7/5,3849.6,3876,3880,3844.4,40793,3.259684048,3849.6,3839.6,3821,1,-10,-28.6,-10,-28.6,,3876,3849.6,,-1,-26.4,26.4
2023/7/6,3821,3839.6,3864.4,3816.2,50127,0.058166011,3821,3812.2,3806.2,-1,-8.8,-14.8,8.8,14.8,,3839.6,3821,,1,-18.6,-18.6
2023/7/7,3806.2,3812.2,3825.4,3799,49987,-0.003200042,3806.2,3828.4,3825.4,1,22.2,19.2,22.2,19.2,,3812.2,3806.2,,-1,-6,6
2023/7/10,3825.4,3828.4,3851.6,3812,46327,4.675067509,3825.4,3839.6,3853.2,1,14.2,27.8,14.2,27.8,,3828.4,3825.4,,-1,-3,3
2023/7/11,3853.2,3839.6,3858.2,3828.8,46727,-0.798245726,3853.2,3852.4,3832.2,-1,-0.8,-21,0.8,21,,3839.6,3853.2,,1,13.6,13.6
2023/7/12,3832.2,3852.4,3862.8,3823.2,47835,3.123838946,3832.2,3850.8,3897,1,18.6,64.8,18.6,64.8,,3852.4,3832.2,,-1,-20.2,20.2
2023/7/13,3897,3850.8,3900.6,3848.2,57888,-2.839880236,3897,3903.8,3894.8,-1,6.8,-2.2,-6.8,2.2,,3850.8,3897,,1,46.2,46.2
2023/7/14,3894.8,3903.8,3907,3891,36814,0.781528677,3894.8,3876.2,3860,1,-18.6,-34.8,-18.6,-34.8,,3903.8,3894.8,,-1,-9,9
2023/7/17,3860,3876.2,3884,3845,42822,-2.646290044,3860,3868.2,3855.8,1,8.2,-4.2,8.2,-4.2,,3876.2,3860,,-1,-16.2,16.2
2023/7/18,3855.8,3868.2,3869.8,3841.2,41769,0.025806769,3855.8,3844,3854.8,1,-11.8,-1,-11.8,-1,,3868.2,3855.8,,-1,-12.4,12.4
2023/7/19,3854.8,3844,3862,3832.4,41830,-1.393458402,3854.8,3867.2,3824.8,1,12.4,-30,12.4,-30,,3844,3854.8,,-1,10.8,-10.8
2023/7/20,3824.8,3867.2,3881.6,3818,39880,7.940685235,3824.8,3824.2,3834,1,-0.6,9.2,-0.6,9.2,,3867.2,3824.8,,-1,-42.4,42.4
2023/7/21,3834,3824.2,3861,3816.8,57189,1.851624522,3834,3808.8,3812,-1,-25.2,-22,25.2,22,,3824.2,3834,,1,9.8,9.8
2023/7/24,3812,3808.8,3838.4,3803.2,44306,2.630265234,3812,3877,3926.4,1,65,114.4,65,114.4,,3808.8,3812,,-1,3.2,-3.2
2023/7/25,3926.4,3877,3927.6,3876,70645,4.394985189,3926.4,3919,3915.2,-1,-7.4,-11.2,7.4,11.2,,3877,3926.4,,1,49.4,49.4
2023/7/26,3915.2,3919,3923.8,3903.2,41289,2.368367517,3915.2,3925,3910.4,-1,9.8,-4.8,-9.8,4.8,,3919,3915.2,,1,-3.8,-3.8
2023/7/27,3910.4,3925,3938,3895.8,49250,0.234847255,3910.4,3898,4009.2,-1,-12.4,98.8,12.4,-98.8,,3925,3910.4,,1,-14.6,-14.6
2023/7/28,4009.2,3898,4018,3895,75196,-11.83433077,4009.2,4048,4024.6,1,38.8,15.4,38.8,15.4,,3898,4009.2,,-1,111.2,-111.2
2023/7/31,4024.6,4048,4082,4016.4,73686,-0.254058508,4024.6,4021,4008.6,1,-3.6,-16,-3.6,-16,,4048,4024.6,,-1,-23.4,23.4
2023/8/1,4008.6,4021,4046.4,3997.2,54446,1.878885522,4008.6,3999.6,3976.8,1,-9,-31.8,-9,-31.8,,4021,4008.6,,-1,-12.4,12.4
2023/8/2,3976.8,3999.6,4021.4,3966.8,59550,0.622402053,3976.8,3975.2,4009.4,1,-1.6,32.6,-1.6,32.6,,3999.6,3976.8,,-1,-22.8,22.8
2023/8/3,4009.4,3975.2,4011.8,3972.2,56176,-7.113709014,4009.4,4043.6,4027.6,1,34.2,18.2,34.2,18.2,,3975.2,4009.4,,-1,34.2,-34.2
2023/8/4,4027.6,4043.6,4073,4016.2,79386,4.879004292,4027.6,4012.8,4005.6,1,-14.8,-22,-14.8,-22,,4043.6,4027.6,,-1,-16,16
2023/8/7,4005.6,4012.8,4018,3990.2,48586,1.559405124,4005.6,3991,3988.4,-1,-14.6,-17.2,14.6,17.2,,4012.8,4005.6,,1,-7.2,-7.2
2023/8/8,3988.4,3991,4014.8,3974.6,56269,-0.077964923,3988.4,3979,3983,1,-9.4,-5.4,-9.4,-5.4,,3991,3988.4,,-1,-2.6,2.6
2023/8/9,3983,3979,3996,3974.4,41533,-0.32216592,3983,3978.2,3979.2,1,-4.8,-3.8,-4.8,-3.8,,3979,3983,,-1,4,-4
2023/8/10,3979.2,3978.2,3991.6,3945.2,57188,-0.753767975,3979.2,3972.8,3882.2,1,-6.4,-97,-6.4,-97,,3978.2,3979.2,,-1,1,-1
2023/8/11,3882.2,3972.8,3985,3880,73266,12.47103925,3882.2,3842.2,3856.8,1,-40,-25.4,-40,-25.4,,3972.8,3882.2,,-1,-90.6,90.6
2023/8/14,3856.8,3842.2,3863.6,3816,63678,4.364510648,3856.8,3865,3851.4,-1,8.2,-5.4,-8.2,5.4,,3842.2,3856.8,,1,14.6,14.6
2023/8/15,3851.4,3865,3868.2,3812.2,59400,4.83945771,3851.4,3830,3821.2,-1,-21.4,-30.2,21.4,30.2,,3865,3851.4,,1,-13.6,-13.6
2023/8/16,3821.2,3830,3855,3820.2,44696,2.125750504,3821.2,3816.2,3846.6,-1,-5,25.4,5,-25.4,,3830,3821.2,,1,-8.8,-8.8
2023/8/17,3846.6,3816.2,3853.8,3798.4,73150,-1.271730305,3846.6,3846.8,3789.4,-1,0.2,-57.2,-0.2,57.2,,3816.2,3846.6,,1,30.4,30.4
2023/8/18,3789.4,3846.8,3857.4,3788,84847,1.503621165,3789.4,3778.8,3734.8,1,-10.6,-54.6,-10.6,-54.6,,3846.8,3789.4,,-1,-57.4,57.4
2023/8/21,3734.8,3778.8,3794.8,3733.8,89587,-0.716468748,3734.8,3753,3761,1,18.2,26.2,18.2,26.2,,3778.8,3734.8,,-1,-44,44
2023/8/22,3761,3753,3779.4,3711.4,104215,-1.770027873,3761,3754.4,3705,1,-6.6,-56,-6.6,-56,,3753,3761,,-1,8,-8
2023/8/23,3705,3754.4,3761.2,3696.2,84037,0.464400507,3705,3722.8,3730,1,17.8,25,17.8,25,,3754.4,3705,,-1,-49.4,49.4
2023/8/24,3730,3722.8,3759.8,3712,81974,-2.823936857,3730,3710,3720.6,1,-20,-9.4,-20,-9.4,,3722.8,3730,,-1,7.2,-7.2
2023/8/25,3720.6,3710,3749,3703.6,87238,-5.062753428,3720.6,3922,3757.2,1,201.4,36.6,201.4,36.6,,3710,3720.6,,-1,10.6,-10.6
2023/8/28,3757.2,3922,3930,3743.8,143618,2.32658098,3757.2,3757.4,3796.4,1,0.2,39.2,0.2,39.2,,3922,3757.2,,-1,-164.8,164.8
2023/8/29,3796.4,3757.4,3829,3756,111720,-5.745578689,3796.4,3810,3794,-1,13.6,-2.4,-13.6,2.4,,3757.4,3796.4,,1,39,39
2023/8/30,3794,3810,3825.4,3788,72711,-3.661606442,3794,3798,3776.8,1,4,-17.2,4,-17.2,,3810,3794,,-1,-16,16
2023/8/31,3776.8,3798,3805,3767.4,64186,-3.153213103,3776.8,3794.8,3796.8,1,18,20,18,20,,3798,3776.8,,-1,-21.2,21.2
2023/9/1,3796.8,3794.8,3818.4,3785,63667,-2.476190888,3796.8,3827.6,3857,1,30.8,60.2,30.8,60.2,,3794.8,3796.8,,-1,2,-2
2023/9/4,3857,3827.6,3865,3809,84243,-4.682074662,3857,3844.8,3826.2,1,-12.2,-30.8,-12.2,-30.8,,3827.6,3857,,-1,29.4,-29.4
2023/9/5,3826.2,3844.8,3847.8,3817.2,62230,0.341058801,3826.2,3813,3817.2,1,-13.2,-9,-13.2,-9,,3844.8,3826.2,,-1,-18.6,18.6
2023/9/6,3817.2,3813,3828.6,3798.8,59819,-4.500115409,3817.2,3807.2,3761.2,1,-10,-56,-10,-56,,3813,3817.2,,-1,4.2,-4.2
2023/9/7,3761.2,3807.2,3811.2,3758.8,71201,2.769440965,3761.2,3751,3739.4,1,-10.2,-21.8,-10.2,-21.8,,3807.2,3761.2,,-1,-46,46
2023/9/8,3739.4,3751,3761.6,3728,59465,1.591470667,3739.4,3745.8,3770,-1,6.4,30.6,-6.4,-30.6,,3751,3739.4,,1,-11.6,-11.6
2023/9/11,3770,3745.8,3793.8,3735.4,79720,7.361239975,3770,3765,3766.6,1,-5,-3.4,-5,-3.4,,3745.8,3770,,-1,24.2,-24.2
2023/9/12,3766.6,3765,3779.2,3757.6,58937,4.933458916,3766.6,3766.4,3739.6,-1,-0.2,-27,0.2,27,,3765,3766.6,,1,1.6,1.6
2023/9/13,3739.6,3766.4,3776.8,3719,74921,2.174408745,3739.6,3740,3737.6,-1,0.4,-2,-0.4,2,,3766.4,3739.6,,1,-26.8,-26.8
2023/9/14,3737.6,3740,3750,3717,60859,-0.72702653,3737.6,3741,3709.4,-1,3.4,-28.2,-3.4,28.2,,3740,3737.6,,1,-2.4,-2.4
2023/9/15,3709.4,3741,3750,3704.8,35758,1.666282546,3709.4,3710,3743.8,1,0.6,34.4,0.6,34.4,,3741,3709.4,,-1,-31.6,31.6
2023/9/18,3743.8,3710,3756.4,3702.6,71330,2.775040532,3743.8,3737,3736.4,1,-6.8,-7.4,-6.8,-7.4,,3710,3743.8,,-1,33.8,-33.8
2023/9/19,3736.4,3737,3740,3713.6,56605,-0.773574234,3736.4,3726.4,3720.2,-1,-10,-16.2,10,16.2,,3737,3736.4,,1,-0.6,-0.6
2023/9/20,3720.2,3726.4,3736,3718.2,46453,-3.49811658,3720.2,3710.2,3684,1,-10,-36.2,-10,-36.2,,3726.4,3720.2,,-1,-6.2,6.2
2023/9/21,3684,3710.2,3725.8,3682,57469,-2.364281191,3684,3687,3763.2,1,3,79.2,3,79.2,,3710.2,3684,,-1,-26.2,26.2
2023/9/22,3763.2,3687,3763.6,3678.2,75829,1.220592762,3763.2,3753,3731.4,1,-10.2,-31.8,-10.2,-31.8,,3687,3763.2,,-1,76.2,-76.2
2023/9/25,3731.4,3753,3755,3723.2,49477,-1.218172718,3731.4,3728.6,3712.6,1,-2.8,-18.8,-2.8,-18.8,,3753,3731.4,,-1,-21.6,21.6
2023/9/26,3712.6,3728.6,3738.8,3708.2,44708,-2.674845482,3712.6,3714.6,3721.6,1,2,9,2,9,,3728.6,3712.6,,-1,-16,16
2023/9/27,3721.6,3714.6,3749.8,3709.2,61811,-3.44408844,3721.6,3730,3701,1,8.4,-20.6,8.4,-20.6,,3714.6,3721.6,,-1,7,-7
2023/9/28,3701,3730,3733.6,3695.4,47606,-2.444076252,3701,3693.4,3690.6,1,-7.6,-10.4,-7.6,-10.4,,3730,3701,,-1,-29,29
2023/10/9,3690.6,3693.4,3706,3646.2,63550,-4.135466416,3690.6,3711.6,3663.2,1,21,-27.4,21,-27.4,,,,,,,
2023/10/10,3663.2,3711.6,3717.6,3659.4,52435,,3663.2,0,0,,-3663.2,-3663.2,,,,,,,,,
